phase,variant_name,freeze_condition,plasticity_setting,phase_detail,composition_accuracy_mean,composition_accuracy_std,composition_accuracy_count,route_table_accuracy_mean,route_table_accuracy_std,route_table_accuracy_count,transition_accuracy_mean,transition_accuracy_std,transition_accuracy_count,structure_transition_accuracy_mean,structure_transition_accuracy_std,structure_transition_accuracy_count,composition_route_gap_mean,composition_route_gap_std,composition_route_gap_count,route_margin_mean,route_margin_std,route_margin_count,world_margin_mean,world_margin_std,world_margin_count,mode_margin_mean,mode_margin_std,mode_margin_count,wrong_route_activation_mean,wrong_route_activation_std,wrong_route_activation_count,wrong_world_activation_mean,wrong_world_activation_std,wrong_world_activation_count,wrong_mode_activation_mean,wrong_mode_activation_std,wrong_mode_activation_count,structural_wrong_world_activation_mean,structural_wrong_world_activation_std,structural_wrong_world_activation_count,context_confusion_mean,context_confusion_std,context_confusion_count,top1_world_accuracy_mean,top1_world_accuracy_std,top1_world_accuracy_count,used_edge_fraction_mean,used_edge_fraction_std,used_edge_fraction_count,stored_edge_count_mean,stored_edge_count_std,stored_edge_count_count,lesion_sensitivity_mean,lesion_sensitivity_std,lesion_sensitivity_count,route_table_lesion_sensitivity_mean,route_table_lesion_sensitivity_std,route_table_lesion_sensitivity_count
freeze_plasticity,exp13_1_full_model,freeze_after_consolidation_new_world,frozen_structural_after_consolidation,new_world_adaptation_blocked_by_freeze,0.025694444444444443,0.01578761224678516,20,0.03125,0.017560983967156763,20,0.03125,0.017560983967156763,20,0.0,0.0,20,0.005555555555555557,0.02361433586509639,20,0.0,0.0,20,1.0,0.0,20,0.0,0.0,20,0.0,0.0,20,0.0,0.0,20,0.0,0.0,20,0.4680341161611878,0.06451781148871033,20,0.0,0.0,20,1.0,0.0,20,0.0,0.0,20,1152.0,0.0,20,0.0,0.0,20,0.0,0.0,20
freeze_plasticity,exp13_1_full_model,freeze_after_consolidation_old_worlds,frozen_structural_after_consolidation,old_world_retention_after_frozen_adaptation_attempt,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,0.0,0.0,20,1.3442919033567913,0.0,20,1.0,0.0,20,1.2581077276666908,0.008993621349233238,20,0.0,0.0,20,0.0,0.0,20,0.08618417569010042,0.0089936213492332,20,0.4079148864505471,0.02109764288406435,20,0.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1152.0,0.0,20,0.0,0.0,20,0.0,0.0,20
freeze_plasticity,exp13_1_full_model,freeze_after_world_a,frozen_structural_after_world_0,post_freeze_world_schedule,0.10983796296296296,0.004196678249702782,20,0.10863715277777777,0.004672712963737427,20,0.10863715277777777,0.004672712963737427,20,0.08333333333333333,0.0,20,-0.0012008101851851839,0.004514235433978289,20,0.09134999999999999,0.0,20,1.0,0.0,20,0.084736640625,0.002535986647817592,20,0.0,0.0,20,0.0,0.0,20,0.006613359375,0.002535986647817596,20,0.030497578125,0.005629308028549689,20,0.0,0.0,20,1.0,0.0,20,0.08333333333333333,0.0,20,96.0,0.0,20,0.0,0.0,20,0.0,0.0,20
freeze_plasticity,exp13_1_full_model,freeze_after_world_b,frozen_structural_after_world_1,post_freeze_world_schedule,0.19097222222222224,0.004096358291533724,20,0.1892361111111111,0.004071541458180063,20,0.1892361111111111,0.004071541458180063,20,0.16666666666666666,0.0,20,-0.0017361111111111132,0.003961835355076057,20,0.1844024318181818,0.0,20,1.0,0.0,20,0.17309832347301132,0.004419769546827799,20,0.0,0.0,20,0.0,0.0,20,0.011304108345170455,0.0044197695468278,20,0.06227719208096592,0.007800877795227814,20,0.0,0.0,20,1.0,0.0,20,0.16666666666666666,0.0,20,192.0,0.0,20,0.0,0.0,20,0.0,0.0,20
