experiment_name,analysis_id,schema_version,phase,seed,world_count,route_length,routes_per_world,modes,node_count,total_transitions,variant,variant_family,variant_description,is_oracle_baseline,capacity_condition,capacity_used,context_slots,capacity_ratio,evictions,hash_collisions,conflicting_keys,replay_refresh,parameter_isolation,recurrent_eval,structural_plasticity,route_table_accuracy_all,route_table_correct_all,route_table_total_all,composition_accuracy_seen_routes,composition_correct_seen_routes,composition_total_seen_routes,composition_accuracy_suffix_routes,composition_correct_suffix_routes,composition_total_suffix_routes,first_step_context_accuracy,first_step_context_correct,first_step_context_total,suffix_generalization_gap,route_table_composition_gap_seen,route_table_composition_gap_suffix,retention_world,world_age_from_end
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,384,,,,,,,,True,True,1.0,384,384,1.0,96,96,1.0,192,192,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,384,,,,,,,,False,True,1.0,384,384,0.0,0,96,0.0,0,192,1.0,96.0,96.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,384,0.0,0,96,0.0,0,192,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,312,,,,,24.0,,,,,0.8125,312,384,0.25,24,96,1.0,192,192,0.25,24.0,96.0,-0.75,0.5625,-0.1875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,384,,,,,,,,,,1.0,384,384,1.0,96,96,1.0,192,192,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,96,,,,,,,,,,0.0,0,384,1.0,96,96,0.0,0,192,0.0,0.0,96.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.0026041666666666665,1,384,0.0,0,96,0.005208333333333333,1,192,0.0,0.0,96.0,-0.005208333333333333,0.0026041666666666665,-0.0026041666666666665,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,384,4.0,,,0.0,,,,,,1.0,384,384,1.0,96,96,1.0,192,192,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,336,2.0,,,48.0,,,,,,0.875,336,384,0.5,48,96,1.0,192,192,0.5,48.0,96.0,-0.5,0.375,-0.125,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,312,1.0,,,72.0,,,,,,0.8125,312,384,0.25,24,96,1.0,192,192,0.25,24.0,96.0,-0.75,0.5625,-0.1875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,4,24,4,429,384,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,312,1.0,,,72.0,,,,,,0.8125,312,384,0.25,24,96,1.0,192,192,0.25,24.0,96.0,-0.75,0.5625,-0.1875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,768,,,,,,,,True,True,1.0,768,768,1.0,96,96,1.0,576,576,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,768,,,,,,,,False,True,1.0,768,768,0.0,0,96,0.0,0,576,1.0,96.0,96.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,768,0.0,0,96,0.0,0,576,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,696,,,,,24.0,,,,,0.90625,696,768,0.25,24,96,1.0,576,576,0.25,24.0,96.0,-0.75,0.65625,-0.09375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,768,,,,,,,,,,1.0,768,768,1.0,96,96,1.0,576,576,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,96,,,,,,,,,,0.0,0,768,1.0,96,96,0.0,0,576,0.0,0.0,96.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.0,0,768,0.0,0,96,0.0,0,576,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,768,4.0,,,0.0,,,,,,1.0,768,768,1.0,96,96,1.0,576,576,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,720,2.0,,,48.0,,,,,,0.9375,720,768,0.5,48,96,1.0,576,576,0.5,48.0,96.0,-0.5,0.4375,-0.0625,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,696,1.0,,,72.0,,,,,,0.90625,696,768,0.25,24,96,1.0,576,576,0.25,24.0,96.0,-0.75,0.65625,-0.09375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,8,24,4,813,768,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,696,1.0,,,72.0,,,,,,0.90625,696,768,0.25,24,96,1.0,576,576,0.25,24.0,96.0,-0.75,0.65625,-0.09375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,1152,,,,,,,,True,True,1.0,1152,1152,1.0,96,96,1.0,960,960,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,1152,,,,,,,,False,True,1.0,1152,1152,0.0,0,96,0.0,0,960,1.0,96.0,96.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,1152,0.0,0,96,0.0,0,960,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,1080,,,,,24.0,,,,,0.9375,1080,1152,0.25,24,96,1.0,960,960,0.25,24.0,96.0,-0.75,0.6875,-0.0625,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,1152,,,,,,,,,,1.0,1152,1152,1.0,96,96,1.0,960,960,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,96,,,,,,,,,,0.0,0,1152,1.0,96,96,0.0,0,960,0.0,0.0,96.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.001736111111111111,2,1152,0.0,0,96,0.0,0,960,0.0,0.0,96.0,0.0,0.001736111111111111,0.001736111111111111,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1152,4.0,,,0.0,,,,,,1.0,1152,1152,1.0,96,96,1.0,960,960,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1104,2.0,,,48.0,,,,,,0.9583333333333334,1104,1152,0.5,48,96,1.0,960,960,0.5,48.0,96.0,-0.5,0.45833333333333337,-0.04166666666666663,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1080,1.0,,,72.0,,,,,,0.9375,1080,1152,0.25,24,96,1.0,960,960,0.25,24.0,96.0,-0.75,0.6875,-0.0625,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,12,24,4,1197,1152,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1080,1.0,,,72.0,,,,,,0.9375,1080,1152,0.25,24,96,1.0,960,960,0.25,24.0,96.0,-0.75,0.6875,-0.0625,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,1536,,,,,,,,True,True,1.0,1536,1536,1.0,96,96,1.0,1344,1344,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,1536,,,,,,,,False,True,1.0,1536,1536,0.0,0,96,0.0,0,1344,1.0,96.0,96.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,1536,0.0,0,96,0.0,0,1344,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,1464,,,,,24.0,,,,,0.953125,1464,1536,0.25,24,96,1.0,1344,1344,0.25,24.0,96.0,-0.75,0.703125,-0.046875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,1536,,,,,,,,,,1.0,1536,1536,1.0,96,96,1.0,1344,1344,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,96,,,,,,,,,,0.0,0,1536,1.0,96,96,0.0,0,1344,0.0,0.0,96.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.0,0,1536,0.0,0,96,0.0,0,1344,0.0,0.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1536,4.0,,,0.0,,,,,,1.0,1536,1536,1.0,96,96,1.0,1344,1344,1.0,96.0,96.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1488,2.0,,,48.0,,,,,,0.96875,1488,1536,0.5,48,96,1.0,1344,1344,0.5,48.0,96.0,-0.5,0.46875,-0.03125,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1464,1.0,,,72.0,,,,,,0.953125,1464,1536,0.25,24,96,1.0,1344,1344,0.25,24.0,96.0,-0.75,0.703125,-0.046875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,4,16,24,4,1581,1536,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1464,1.0,,,72.0,,,,,,0.953125,1464,1536,0.25,24,96,1.0,1344,1344,0.25,24.0,96.0,-0.75,0.703125,-0.046875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,768,,,,,,,,True,True,1.0,768,768,1.0,192,192,1.0,384,384,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,768,,,,,,,,False,True,1.0,768,768,0.0,0,192,0.0,0,384,1.0,192.0,192.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,768,0.0,0,192,0.0,0,384,0.0,0.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,600,,,,,24.0,,,,,0.78125,600,768,0.125,24,192,1.0,384,384,0.125,24.0,192.0,-0.875,0.65625,-0.21875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,768,,,,,,,,,,1.0,768,768,1.0,192,192,1.0,384,384,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,192,,,,,,,,,,0.0,0,768,1.0,192,192,0.0,0,384,0.0,0.0,192.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.0,0,768,0.0,0,192,0.0,0,384,0.0,0.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_superposition_hash_slots_8,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,768,8.0,,,0.0,,,,,,1.0,768,768,1.0,192,192,1.0,384,384,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,672,4.0,,,96.0,,,,,,0.875,672,768,0.5,96,192,1.0,384,384,0.5,96.0,192.0,-0.5,0.375,-0.125,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,624,2.0,,,144.0,,,,,,0.8125,624,768,0.25,48,192,1.0,384,384,0.25,48.0,192.0,-0.75,0.5625,-0.1875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,4,24,4,813,768,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,600,1.0,,,168.0,,,,,,0.78125,600,768,0.125,24,192,1.0,384,384,0.125,24.0,192.0,-0.875,0.65625,-0.21875,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,1536,,,,,,,,True,True,1.0,1536,1536,1.0,192,192,1.0,1152,1152,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,1536,,,,,,,,False,True,1.0,1536,1536,0.0,0,192,0.0,0,1152,1.0,192.0,192.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,1536,0.0,0,192,0.0,0,1152,0.0,0.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,1368,,,,,24.0,,,,,0.890625,1368,1536,0.125,24,192,1.0,1152,1152,0.125,24.0,192.0,-0.875,0.765625,-0.109375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,1536,,,,,,,,,,1.0,1536,1536,1.0,192,192,1.0,1152,1152,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,192,,,,,,,,,,0.0,0,1536,1.0,192,192,0.0,0,1152,0.0,0.0,192.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.0013020833333333333,2,1536,0.0,0,192,0.001736111111111111,2,1152,0.0,0.0,192.0,-0.001736111111111111,0.0013020833333333333,-0.00043402777777777775,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_superposition_hash_slots_8,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1536,8.0,,,0.0,,,,,,1.0,1536,1536,1.0,192,192,1.0,1152,1152,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_superposition_hash_slots_4,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1440,4.0,,,96.0,,,,,,0.9375,1440,1536,0.5,96,192,1.0,1152,1152,0.5,96.0,192.0,-0.5,0.4375,-0.0625,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_superposition_hash_slots_2,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1392,2.0,,,144.0,,,,,,0.90625,1392,1536,0.25,48,192,1.0,1152,1152,0.25,48.0,192.0,-0.75,0.65625,-0.09375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,8,24,4,1581,1536,baseline_superposition_hash_slots_1,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,1368,1.0,,,168.0,,,,,,0.890625,1368,1536,0.125,24,192,1.0,1152,1152,0.125,24.0,192.0,-0.875,0.765625,-0.109375,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,exp13_2_cirm_full,context_indexed_route_memory,Context-indexed structural route memory with recurrent composition.,False,none,2304,,,,,,,,True,True,1.0,2304,2304,1.0,192,192,1.0,1920,1920,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,exp13_2_cirm_no_recurrence_at_eval,context_indexed_route_memory,CIRM route table with recurrent traversal disabled at evaluation.,False,none,2304,,,,,,,,False,True,1.0,2304,2304,0.0,0,192,0.0,0,1920,1.0,192.0,192.0,0.0,1.0,1.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,exp13_2_cirm_no_structural_plasticity,context_indexed_route_memory,CIRM ablation with no structural route storage.,False,none,0,,,,,,,,True,False,0.0,0,2304,0.0,0,192,0.0,0,1920,0.0,0.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,baseline_shared_transition_table,shared_lookup,No-context transition lookup keyed only by source node and mode; conflicts resolved by majority vote.,False,none,2136,,,,,24.0,,,,,0.9270833333333334,2136,2304,0.125,24,192,1.0,1920,1920,0.125,24.0,192.0,-0.875,0.8020833333333334,-0.07291666666666663,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,baseline_context_gated_transition_table,context_gated_lookup,"Explicit context/world-gated lookup table keyed by world, source node, and mode.",True,none,2304,,,,,,,,,,1.0,2304,2304,1.0,192,192,1.0,1920,1920,1.0,192.0,192.0,0.0,0.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,baseline_route_endpoint_memorizer,whole_route_memorizer,Memorizes whole seen routes; does not store reusable one-step transitions.,False,none,192,,,,,,,,,,0.0,0,2304,1.0,192,192,0.0,0,1920,0.0,0.0,192.0,1.0,-1.0,0.0,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,baseline_recurrent_non_plastic_rule,recurrent_non_plastic,Recurrent execution with a fixed deterministic hash rule and no stored route structure.,False,none,0,,,,,,,,,,0.00043402777777777775,1,2304,0.0,0,192,0.0005208333333333333,1,1920,0.0,0.0,192.0,-0.0005208333333333333,0.00043402777777777775,-8.680555555555557e-05,,
exp13_2_baseline_suite,exp13_2,exp13_2_metrics_v1,baseline_comparison,0,8,12,24,4,2349,2304,baseline_superposition_hash_slots_8,superposition_hash_lookup,Compact context-conditioned table using fewer context slots than worlds; collisions overwrite older entries.,False,none,2304,8.0,,,0.0,,,,,,1.0,2304,2304,1.0,192,192,1.0,1920,1920,1.0,192.0,192.0,0.0,0.0,0.0,,
